ID	GroupID	Level	Variation	ColorList	Block1	Block2	Block3	Block4
156	71	8	4	Green,Yellow,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	4:XXX OXX XXO=Green	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
157	71	8	5	Green,Yellow,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:XXO XXX OOX=Green, Yellow
158	72	8	1	Red,Red,Red,Red,White	2:XXX OXO XXX=Red, Red	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	1:OOX XXX XXO=Red
159	73	8	1	Red,Red,Red,White,White	2:XXX OXO XXX=Red, Red	3:XOX XOX XXX=Red	1:OXX XXX XOO=White, White	4:XXO OXX XXX=
160	74	8	1	Red,Red,Red,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
161	75	8	1	Red,Red,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	4:XXX OXX XXO=Red
162	75	8	2	Red,Red,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:XXX OXX XXO=Red
163	75	8	3	Red,Red,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
164	75	8	4	Red,Red,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XOX XOX XXX=Red	4:XXO XXX XOX=Red	2:XOX XXX XOX=Yellow
165	75	8	5	Red,Red,Yellow,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
166	75	8	6	Red,Red,Yellow,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
167	75	8	7	Red,Red,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
168	75	8	8	Red,Red,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:OXX XXX XOO=Red, Yellow
169	76	8	1	Red,Yellow,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	4:XXX OXX XXO=Red
170	76	8	2	Red,Yellow,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	4:OXX XXX XOX=Yellow
171	76	8	3	Red,Yellow,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	4:XXO OXX XXX=
172	76	8	4	Red,Yellow,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
173	76	8	5	Red,Yellow,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:OXX XXX XOX=Yellow
174	76	8	6	Red,Yellow,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:OXX XXX XOO=Red, Yellow
175	77	8	1	White,White,White,White,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	3:XOX XOX XXX=White
176	77	8	2	White,White,White,White,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	1:OXX XXX XOO=White, White	3:XOX XOX XXX=White
177	78	8	1	White,White,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	4:OXX XXX XOX=White	3:XOX XOX XXX=White
178	78	8	2	White,White,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	3:XOX XOX XXX=White
179	79	8	1	White,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XXX OXO XXX=Yellow	4:OXX XXX XOX=White	3:XOX XOX XXX=White
180	80	8	1	White,Yellow,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:OXX XXX XOX=Yellow
181	81	9	1	Blue,Blue,Green,Red	2:XOX XXX XOX=Blue	4:XOX XXX OXX=Blue	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
182	81	9	2	Blue,Blue,Green,Red	2:XOX XXX XOX=Blue	4:XXX OXX XXO=Green	3:XXX XOX XOX=	1:OXX XXO XXO=Blue, Red
183	82	9	1	Blue,Blue,Green,White	1:XOO XXX OXX=Blue, White	4:XXX OXX XXO=Green	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
184	82	9	2	Blue,Blue,Green,White	2:XOX XXX XOX=Blue	4:XXO XXX XOX=Blue, White	3:XXX XOX XOX=	1:XOO XXX OXX=Green
185	82	9	3	Blue,Blue,Green,White	4:XXO XXX XOX=Blue, Blue	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:XOO XXX OXX=Green
186	83	9	1	Blue,Blue,Green,Yellow	2:XOX XXX XOX=Blue	4:XOX XXX OXX=Blue	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
187	83	9	2	Blue,Blue,Green,Yellow	2:XOX XXX XOX=Blue	4:XOX XXX OXX=Blue	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
188	83	9	3	Blue,Blue,Green,Yellow	2:XOX XXX XOX=Blue	4:XXX XXO OXX=Blue, Yellow	3:XXX XOX XOX=	1:XOO XXX OXX=Green
189	83	9	4	Blue,Blue,Green,Yellow	3:XOX XOX XXX=Green	1:XOO XXX OXX=Blue, Blue	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
190	83	9	5	Blue,Blue,Green,Yellow	4:XXO XXX XOX=Blue, Blue	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:XOO XXX OXX=Green
191	84	9	1	Blue,Blue,Red,White	2:XOX XXX XOX=Blue	4:XXO XXX XOX=Blue, White	3:XXX XOX XOX=	1:OOX XXX XXO=Red
192	84	9	2	Blue,Blue,Red,White	4:XXO XXX XOX=Blue, Blue	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:OOX XXX XXO=Red
193	85	9	1	Blue,Blue,Red,Yellow	2:XOX XXX XOX=Blue	4:XOX XXX OXX=Blue	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
194	85	9	2	Blue,Blue,Red,Yellow	2:XOX XXX XOX=Blue	4:XOX XXX OXX=Blue	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
195	85	9	3	Blue,Blue,Red,Yellow	2:XOX XXX XOX=Blue	4:XXX XXO OXX=Blue, Yellow	3:XXX XOX XOX=	1:OOX XXX XXO=Red
196	85	9	4	Blue,Blue,Red,Yellow	4:XXO XXX XOX=Blue, Blue	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:OOX XXX XXO=Red
197	86	9	1	Blue,Blue,White,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	4:OXX XXO XXX=Blue
198	86	9	2	Blue,Blue,White,Yellow	1:XXO XXX OOX=Blue, Blue, White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	4:XXO OXX XXX=
199	86	9	3	Blue,Blue,White,Yellow	1:XOO XXX OXX=Blue, White	4:XOX XXX OXX=Blue	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
200	86	9	4	Blue,Blue,White,Yellow	4:XOX XXX OXX=White	1:XOO XXX OXX=Blue, Blue	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
201	87	9	1	Blue,Green,Green,Red	2:XOX XXX XOX=Blue	1:OOX XXX XXO=Green, Green	3:XXX XOX XOX=	4:XXX OXX XXO=Red
202	87	9	2	Blue,Green,Green,Red	2:XOX XXX XOX=Blue	4:XXX OXX XXO=Green	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
203	88	9	1	Blue,Green,Green,White	2:XOX XXX XOX=Blue	1:OXX XXX XOO=Green, Green, White	3:XXX XOX XOX=	4:XXO OXX XXX=
204	88	9	2	Blue,Green,Green,White	2:XOX XXX XOX=Blue	4:OXX XXX XOX=Green, White	3:XXX XOX XOX=	1:XOO XXX OXX=Green
205	88	9	3	Blue,Green,Green,White	4:XOX XXX OXX=White	1:OOX XXX XXO=Green, Green	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
206	89	9	1	Blue,Green,Green,Yellow	2:XOX XXX XOX=Blue	1:OOX XXX XXO=Green, Green	3:XXX XOX XOX=	4:OXX XXX XOX=Yellow
207	89	9	2	Blue,Green,Green,Yellow	2:XOX XXX XOX=Blue	1:OOX XXX XXO=Green, Green	3:XOX XOX XXX=Yellow	4:XXO OXX XXX=
208	89	9	3	Blue,Green,Green,Yellow	2:XOX XXX XOX=Blue	1:OXX XXO XXO=Green, Green, Yellow	3:XXX XOX XOX=	4:XXO OXX XXX=
209	89	9	4	Blue,Green,Green,Yellow	2:XOX XXX XOX=Blue	4:OXX XXO XXX=Green, Yellow	3:XXX XOX XOX=	1:XOO XXX OXX=Green
210	89	9	5	Blue,Green,Green,Yellow	2:XOX XXX XOX=Blue	4:XXX OXX XXO=Green	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
211	89	9	6	Blue,Green,Green,Yellow	2:XOX XXX XOX=Blue	4:XXX OXX XXO=Green	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
212	89	9	7	Blue,Green,Green,Yellow	3:XOX XOX XXX=Green	4:XOX XXX OXX=Blue	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
213	89	9	8	Blue,Green,Green,Yellow	4:XOX XXX XXO=Yellow	1:OOX XXX XXO=Green, Green	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
214	90	9	1	Blue,Green,Red,Red	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	4:XXO XXX XOX=Red	1:XOO XXX OXX=Green
215	90	9	2	Blue,Green,Red,Red	2:XXX OXO XXX=Red, Red	4:XOX XXX OXX=Blue	3:XXX XOX XOX=	1:XOO XXX OXX=Green
216	91	9	1	Blue,Green,White,White	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XOX XXX OXX=Green
217	91	9	2	Blue,Green,White,White	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XXO OXX XXX=
218	91	9	3	Blue,Green,White,White	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:XXO XXO OXX=Blue, Green
219	92	9	1	Blue,Green,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	4:XXX OXX XXO=Green	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
220	92	9	2	Blue,Green,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:XOO XXX OXX=Green
221	92	9	3	Blue,Green,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:XXO XXO OXX=Blue, Green
222	93	9	1	Blue,Red,Red,White	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	1:OOX XXX XXO=Red
223	93	9	2	Blue,Red,Red,White	4:XXO OXX XXX=Blue, Red	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:OOX XXX XXO=Red
224	94	9	1	Blue,Red,Red,Yellow	4:XXO OXX XXX=Blue, Red	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:OOX XXX XXO=Red
225	95	9	1	Blue,Red,White,White	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XXX OXX XXO=Red
226	95	9	2	Blue,Red,White,White	1:XXO OXX OXX=Blue, Red, White	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XXO OXX XXX=
227	95	9	3	Blue,Red,White,White	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	1:OXX XXX XOO=White, White	4:XXO OXX XXX=
228	95	9	4	Blue,Red,White,White	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:OXX XXO XXO=Blue, Red
229	96	9	1	Blue,Red,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:OOX XXX XXO=Red
230	96	9	2	Blue,Red,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:OXX XXO XXO=Blue, Red
231	97	9	1	Blue,White,White,Yellow	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:OXX XXX XOX=Yellow
232	97	9	2	Blue,White,White,Yellow	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XXO OXX XXX=
233	98	9	1	Blue,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	4:OXX XXX XOX=Yellow
234	98	9	2	Blue,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	4:XXO OXX XXX=
235	98	9	3	Blue,White,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XXO OXX XXX=
236	98	9	4	Blue,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:OXX XXO XXX=Blue
237	99	9	1	Green,Green,Red,White	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	1:XOO XXX OXX=Green
238	100	9	1	Green,Green,Red,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	1:XOO XXX OXX=Green
239	100	9	2	Green,Green,Red,Yellow	3:XOX XOX XXX=Green	4:XXX OXX XXO=Green	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
240	101	9	1	Green,Green,White,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:OXX XXX XOX=White	1:XOO XXX OXX=Green
241	101	9	2	Green,Green,White,Yellow	4:XOX XXX OXX=White	1:OOX XXX XXO=Green, Green	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
242	101	9	3	Green,Green,White,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:XOO XXX OXX=Green
243	101	9	4	Green,Green,White,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:XOO XXX OXX=Green
244	102	9	1	Green,Red,Red,White	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	1:OOX XXX XXO=Red
245	103	9	1	Green,Red,Red,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	1:OOX XXX XXO=Red
246	104	9	1	Green,Red,White,White	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:OXX XXX XOX=White	1:OOX XXX XXO=Red
247	104	9	2	Green,Red,White,White	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
248	104	9	3	Green,Red,White,White	4:XXX XXO OXX=Red, White	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:XOO XXX OXX=Green
249	105	9	1	Green,Red,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:XOO XXX OXX=Green
250	105	9	2	Green,Red,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
251	105	9	3	Green,Red,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
252	106	9	1	Green,White,White,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	4:XXO OXX XXX=
253	106	9	2	Green,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
254	106	9	3	Green,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
255	107	9	1	Green,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XOX XXX OXX=Green
256	107	9	2	Green,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XXO OXX XXX=
257	107	9	3	Green,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
258	107	9	4	Green,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
259	107	9	5	Green,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
260	107	9	6	Green,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
261	108	9	1	Red,Red,White,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:OOX XXX XXO=Red
262	108	9	2	Red,Red,White,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:OOX XXX XXO=Red
263	108	9	3	Red,Red,White,Yellow	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
264	109	9	1	Red,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
265	109	9	2	Red,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
266	110	9	1	Red,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XXX OXX XXO=Red
267	110	9	2	Red,White,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XXO OXX XXX=
268	110	9	3	Red,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
269	110	9	4	Red,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
270	110	9	5	Red,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
271	110	9	6	Red,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
272	111	10	1	Blue,Blue,Blue,Blue,Blue,Green	4:XXO XXX XOX=Blue, Blue	1:XOO XXX OXX=Blue, Blue	3:XXX XOO XXX=Green	2:XXX OXO XXX=Blue
273	112	10	1	Blue,Blue,Blue,Blue,Blue,White	4:XXO XXX XOX=Blue, Blue	1:XXO XXX OOX=Blue, Blue, White	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
274	113	10	1	Blue,Blue,Blue,Blue,Blue,Yellow	4:XXO XXX XOX=Blue, Blue	1:XOO XXX OXX=Blue, Blue	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
275	113	10	2	Blue,Blue,Blue,Blue,Blue,Yellow	4:XXO XXX XOX=Blue, Blue	1:XXO XXO OXX=Blue, Blue, Yellow	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
276	114	10	1	Blue,Blue,Blue,Blue,Green,Green	2:XOX XXX XOX=Blue	1:XOO XXX OXX=Blue, Blue	3:XXX XOO XXX=Green	4:XXX XXO OXX=Blue, Green
277	114	10	2	Blue,Blue,Blue,Blue,Green,Green	3:XOX XOX XXX=Green	1:XOO XXX OXX=Blue, Blue	4:XXX XXO OXX=Blue, Green	2:XXX OXO XXX=Blue
278	115	10	1	Blue,Blue,Blue,Blue,Red,Red	4:XXO XXX XOX=Blue, Blue	3:XOX XOX XXX=Red	1:XXO XXX OOX=Blue, Red	2:XXX OXO XXX=Blue
279	116	10	1	Blue,Blue,Blue,Blue,White,White	1:XXO XXX OOX=Blue, Blue, White	4:XXO XXX XOX=Blue, White	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
280	116	10	2	Blue,Blue,Blue,Blue,White,White	2:XOX XXX XOX=Blue	1:XOO XXX OXX=Blue, Blue	4:OXX XXX XOX=White	3:XXX XOO XXX=Blue, White
281	117	10	1	Blue,Blue,Blue,Blue,Yellow,Yellow	2:XOX XXX XOX=Blue	1:XXO XXO OXX=Blue, Blue, Yellow	3:XOX XOX XXX=Yellow	4:OXX XXO XXX=Blue
282	117	10	2	Blue,Blue,Blue,Blue,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:XOO XXX OXX=Blue, Blue	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
283	117	10	3	Blue,Blue,Blue,Blue,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:XXO XXO OXX=Blue, Blue, Yellow	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
284	117	10	4	Blue,Blue,Blue,Blue,Yellow,Yellow	4:XXO XXX XOX=Blue, Blue	1:XOO XXX OXX=Blue, Blue	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
285	117	10	5	Blue,Blue,Blue,Blue,Yellow,Yellow	4:XXO XXX XOX=Blue, Blue	1:XXO XXO OXX=Blue, Blue, Yellow	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
286	118	10	1	Blue,Blue,Blue,Green,Green,Green	3:XXX XOX XOX=Blue, Green	1:XOO XXX OXX=Blue, Blue	2:XXX OXO XXX=Green, Green	4:XXO OXX XXX=
287	118	10	2	Blue,Blue,Blue,Green,Green,Green	3:XOX XOX XXX=Green	1:XOO XXX OXX=Blue, Blue	2:XXX OXO XXX=Green, Green	4:OXX XXO XXX=Blue
288	118	10	3	Blue,Blue,Blue,Green,Green,Green	4:XXO XXX XOX=Blue, Blue	1:OOX XXX XXO=Green, Green	3:XXX XOO XXX=Green	2:XXX OXO XXX=Blue
289	119	10	1	Blue,Blue,Blue,Red,Red,Red	4:XXO OXX XXX=Blue, Red	3:XOX XOX XXX=Red	1:XXO XXX OOX=Blue, Red	2:XXX OXO XXX=Blue
290	120	10	1	Blue,Blue,Blue,White,White,White	2:XOX XXX XOX=Blue	1:XXO XXX OOX=Blue, Blue, White	4:OXX XXX XOX=White	3:XOX XOX XXX=White
291	120	10	2	Blue,Blue,Blue,White,White,White	2:XOX XXX XOX=Blue	4:XOX XXX OXX=Blue	1:OXX XXX XOO=White, White	3:XXX XOO XXX=Blue, White
292	121	10	1	Blue,Blue,Blue,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:XOX XXX OXX=Blue	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
293	121	10	2	Blue,Blue,Blue,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:XXX XXO OXX=Blue, Yellow	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
294	121	10	3	Blue,Blue,Blue,Yellow,Yellow,Yellow	2:XOX XXX XOX=Blue	1:XXO XXO OXX=Blue, Blue, Yellow	3:XOX XOX XXX=Yellow	4:OXX XXX XOX=Yellow
295	121	10	4	Blue,Blue,Blue,Yellow,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:XOO XXX OXX=Blue, Blue	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
296	121	10	5	Blue,Blue,Blue,Yellow,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:XXO XXO OXX=Blue, Blue, Yellow	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
297	121	10	6	Blue,Blue,Blue,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	1:XXO XXO OXX=Blue, Blue, Yellow	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
298	122	10	1	Blue,Blue,Green,Green,Green,Green	2:XOX XXX XOX=Blue	1:OOX XXX XXO=Green, Green	3:XXX XOO XXX=Green	4:XXX XXO OXX=Blue, Green
299	122	10	2	Blue,Blue,Green,Green,Green,Green	3:XOX XOX XXX=Green	1:XOO XXX OXX=Blue, Blue	2:XXX OXO XXX=Green, Green	4:XOX XXX OXX=Green
300	122	10	3	Blue,Blue,Green,Green,Green,Green	3:XOX XOX XXX=Green	1:OOX XXX XXO=Green, Green	4:XXX XXO OXX=Blue, Green	2:XXX OXO XXX=Blue
301	122	10	4	Blue,Blue,Green,Green,Green,Green	3:XXX XOX XOX=Blue, Green	4:XOX XXX OXX=Blue	2:XXX OXO XXX=Green, Green	1:XOO XXX OXX=Green
302	122	10	5	Blue,Blue,Green,Green,Green,Green	3:XOX XOX XXX=Green	4:XOX XXX OXX=Blue	2:XXX OXO XXX=Green, Green	1:XXO XXO OXX=Blue, Green
303	123	10	1	Blue,Blue,Red,Red,Red,Red	2:XXX OXO XXX=Red, Red	3:XOX XOX XXX=Red	1:XXO XXX OOX=Blue, Red	4:OXX XXO XXX=Blue
304	124	10	1	Blue,Blue,White,White,White,White	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	4:OXX XXX XOX=White	3:XXX XOO XXX=Blue, White
305	124	10	2	Blue,Blue,White,White,White,White	1:XXO XXX OOX=Blue, Blue, White	2:XOX XXX XOX=White	4:OXX XXX XOX=White	3:XOX XOX XXX=White
306	124	10	3	Blue,Blue,White,White,White,White	2:XOX XXX XOX=Blue	4:XXO XXX XOX=Blue, White	1:OXX XXX XOO=White, White	3:XOX XOX XXX=White
307	124	10	4	Blue,Blue,White,White,White,White	4:XXO XXX XOX=Blue, Blue	2:XOX XXX XOX=White	1:OXX XXX XOO=White, White	3:XOX XOX XXX=White
308	125	10	1	Blue,Blue,Yellow,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	4:OXX XXO XXX=Blue
309	125	10	2	Blue,Blue,Yellow,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:XOX XXX OXX=Blue	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
